,Year,Category,Country,Medals
0,beijing-2022,Curling,Italy,2
1,beijing-2022,Curling,Norway,2
2,beijing-2022,Curling,Sweden,4
3,beijing-2022,Curling,Great Britain,2
4,beijing-2022,Curling,Japan,1
5,beijing-2022,Curling,Canada,1
6,beijing-2022,Freestyle Skiing,Canada,5
7,beijing-2022,Freestyle Skiing,Sweden,4
8,beijing-2022,Freestyle Skiing,Japan,1
9,beijing-2022,Freestyle Skiing,New Zealand,1
10,beijing-2022,Freestyle Skiing,United States of America,8
11,beijing-2022,Freestyle Skiing,Norway,1
12,beijing-2022,Freestyle Skiing,ROC,3
13,beijing-2022,Freestyle Skiing,Switzerland,4
14,beijing-2022,Freestyle Skiing,People's Republic of China,6
15,beijing-2022,Freestyle Skiing,France,1
16,beijing-2022,Freestyle Skiing,Australia,1
17,beijing-2022,Freestyle Skiing,Germany,1
18,beijing-2022,Freestyle Skiing,Ukraine,1
19,beijing-2022,Freestyle Skiing,Belarus,1
20,beijing-2022,Freestyle Skiing,Estonia,1
21,beijing-2022,Short Track Speed Skating,Netherlands,4
22,beijing-2022,Short Track Speed Skating,Canada,4
23,beijing-2022,Short Track Speed Skating,Italy,4
24,beijing-2022,Short Track Speed Skating,Hungary,3
25,beijing-2022,Short Track Speed Skating,ROC,2
26,beijing-2022,Short Track Speed Skating,Republic of Korea,5
27,beijing-2022,Short Track Speed Skating,People's Republic of China,4
28,beijing-2022,Short Track Speed Skating,Belgium,1
29,beijing-2022,Snowboard,Spain,1
30,beijing-2022,Snowboard,Japan,3
31,beijing-2022,Snowboard,United States of America,5
32,beijing-2022,Snowboard,Italy,3
33,beijing-2022,Snowboard,Canada,7
34,beijing-2022,Snowboard,France,1
35,beijing-2022,Snowboard,Slovenia,2
36,beijing-2022,Snowboard,Austria,4
37,beijing-2022,Snowboard,ROC,1
38,beijing-2022,Snowboard,New Zealand,2
39,beijing-2022,Snowboard,People's Republic of China,2
40,beijing-2022,Snowboard,Switzerland,1
41,beijing-2022,Snowboard,Australia,2
42,beijing-2022,Snowboard,Czech Republic,1
43,beijing-2022,Snowboard,Norway,1
44,beijing-2022,Ski Jumping,Austria,2
45,beijing-2022,Ski Jumping,Slovenia,4
46,beijing-2022,Ski Jumping,Germany,3
47,beijing-2022,Ski Jumping,Norway,1
48,beijing-2022,Ski Jumping,Japan,2
49,beijing-2022,Ski Jumping,ROC,1
50,beijing-2022,Ski Jumping,Canada,1
51,beijing-2022,Ski Jumping,Poland,1
52,beijing-2022,Figure skating,ROC,10
53,beijing-2022,Figure skating,United States of America,4
54,beijing-2022,Figure skating,Japan,4
55,beijing-2022,Figure skating,People's Republic of China,2
56,beijing-2022,Figure skating,France,2
57,beijing-2022,Luge,Germany,8
58,beijing-2022,Luge,Austria,4
59,beijing-2022,Luge,Latvia,1
60,beijing-2022,Luge,Italy,1
61,beijing-2022,Luge,ROC,1
62,beijing-2022,Ice Hockey,Finland,2
63,beijing-2022,Ice Hockey,ROC,1
64,beijing-2022,Ice Hockey,Slovakia,1
65,beijing-2022,Ice Hockey,Canada,1
66,beijing-2022,Ice Hockey,United States of America,1
67,beijing-2022,Biathlon,France,7
68,beijing-2022,Biathlon,Norway,14
69,beijing-2022,Biathlon,ROC,4
70,beijing-2022,Biathlon,Sweden,4
71,beijing-2022,Biathlon,Italy,1
72,beijing-2022,Biathlon,Germany,2
73,beijing-2022,Biathlon,Belarus,1
74,beijing-2022,Alpine Skiing,France,3
75,beijing-2022,Alpine Skiing,Austria,7
76,beijing-2022,Alpine Skiing,Norway,4
77,beijing-2022,Alpine Skiing,Switzerland,9
78,beijing-2022,Alpine Skiing,United States of America,1
79,beijing-2022,Alpine Skiing,Italy,4
80,beijing-2022,Alpine Skiing,Germany,1
81,beijing-2022,Alpine Skiing,Canada,1
82,beijing-2022,Alpine Skiing,Slovenia,1
83,beijing-2022,Alpine Skiing,Sweden,1
84,beijing-2022,Alpine Skiing,Slovakia,1
85,beijing-2022,Skeleton,Australia,1
86,beijing-2022,Skeleton,Germany,3
87,beijing-2022,Skeleton,Netherlands,1
88,beijing-2022,Skeleton,People's Republic of China,1
89,beijing-2022,Cross Country Skiing,Sweden,5
90,beijing-2022,Cross Country Skiing,United States of America,2
91,beijing-2022,Cross Country Skiing,Germany,3
92,beijing-2022,Cross Country Skiing,ROC,13
93,beijing-2022,Cross Country Skiing,Norway,9
94,beijing-2022,Cross Country Skiing,Finland,7
95,beijing-2022,Cross Country Skiing,France,1
96,beijing-2022,Cross Country Skiing,Austria,1
97,beijing-2022,Cross Country Skiing,Italy,1
98,beijing-2022,Speed skating,Republic of Korea,4
99,beijing-2022,Speed skating,Netherlands,12
100,beijing-2022,Speed skating,Japan,5
101,beijing-2022,Speed skating,United States of America,3
102,beijing-2022,Speed skating,Canada,5
103,beijing-2022,Speed skating,Norway,3
104,beijing-2022,Speed skating,Italy,3
105,beijing-2022,Speed skating,Sweden,2
106,beijing-2022,Speed skating,Czech Republic,1
107,beijing-2022,Speed skating,Belgium,1
108,beijing-2022,Speed skating,ROC,2
109,beijing-2022,Speed skating,People's Republic of China,1
110,beijing-2022,Nordic Combined,Norway,4
111,beijing-2022,Nordic Combined,Germany,2
112,beijing-2022,Nordic Combined,Austria,1
113,beijing-2022,Nordic Combined,Japan,2
114,beijing-2022,Bobsleigh,Germany,12
115,beijing-2022,Bobsleigh,Canada,2
116,beijing-2022,Bobsleigh,United States of America,4
117,tokyo-2020,Shooting,Spain,2
118,tokyo-2020,Shooting,San Marino,3
119,tokyo-2020,Shooting,United States of America,8
120,tokyo-2020,Shooting,ROC,10
121,tokyo-2020,Shooting,Switzerland,2
122,tokyo-2020,Shooting,Serbia,2
123,tokyo-2020,Shooting,People's Republic of China,13
124,tokyo-2020,Shooting,France,1
125,tokyo-2020,Shooting,Cuba,1
126,tokyo-2020,Shooting,Czech Republic,2
127,tokyo-2020,Shooting,Great Britain,1
128,tokyo-2020,Shooting,Italy,1
129,tokyo-2020,Shooting,Slovakia,1
130,tokyo-2020,Shooting,Bulgaria,1
131,tokyo-2020,Shooting,Republic of Korea,1
132,tokyo-2020,Shooting,Islamic Republic of Iran,1
133,tokyo-2020,Shooting,Ukraine,2
134,tokyo-2020,Shooting,Kuwait,1
135,tokyo-2020,Shooting,Denmark,1
136,tokyo-2020,Diving,People's Republic of China,16
137,tokyo-2020,Diving,United States of America,5
138,tokyo-2020,Diving,Germany,4
139,tokyo-2020,Diving,Canada,2
140,tokyo-2020,Diving,Great Britain,4
141,tokyo-2020,Diving,ROC,2
142,tokyo-2020,Diving,Mexico,2
143,tokyo-2020,Diving,Australia,1
144,tokyo-2020,Canoe Sprint,Canada,3
145,tokyo-2020,Canoe Sprint,Ukraine,3
146,tokyo-2020,Canoe Sprint,United States of America,1
147,tokyo-2020,Canoe Sprint,Cuba,2
148,tokyo-2020,Canoe Sprint,People's Republic of China,5
149,tokyo-2020,Canoe Sprint,Germany,5
150,tokyo-2020,Canoe Sprint,Spain,2
151,tokyo-2020,Canoe Sprint,Slovakia,1
152,tokyo-2020,Canoe Sprint,Australia,2
153,tokyo-2020,Canoe Sprint,Czech Republic,2
154,tokyo-2020,Canoe Sprint,New Zealand,4
155,tokyo-2020,Canoe Sprint,Denmark,2
156,tokyo-2020,Canoe Sprint,Hungary,7
157,tokyo-2020,Canoe Sprint,Belarus,1
158,tokyo-2020,Canoe Sprint,Poland,3
159,tokyo-2020,Canoe Sprint,Republic of Moldova,1
160,tokyo-2020,Canoe Sprint,Brazil,1
161,tokyo-2020,Canoe Sprint,Portugal,1
162,tokyo-2020,Canoe Sprint,Great Britain,1
163,tokyo-2020,Canoe Sprint,Italy,1
164,tokyo-2020,Cycling Road,Netherlands,4
165,tokyo-2020,Cycling Road,Austria,1
166,tokyo-2020,Cycling Road,Italy,1
167,tokyo-2020,Cycling Road,Switzerland,1
168,tokyo-2020,Cycling Road,Slovenia,2
169,tokyo-2020,Cycling Road,Australia,1
170,tokyo-2020,Cycling Road,Ecuador,1
171,tokyo-2020,Cycling Road,Belgium,1
172,tokyo-2020,Football,Canada,1
173,tokyo-2020,Football,Sweden,1
174,tokyo-2020,Football,United States of America,1
175,tokyo-2020,Football,Brazil,1
176,tokyo-2020,Football,Spain,1
177,tokyo-2020,Football,Mexico,1
178,tokyo-2020,Boxing,Great Britain,6
179,tokyo-2020,Boxing,Ireland,2
180,tokyo-2020,Boxing,ROC,6
181,tokyo-2020,Boxing,Cuba,5
182,tokyo-2020,Boxing,Brazil,3
183,tokyo-2020,Boxing,Ukraine,1
184,tokyo-2020,Boxing,Philippines,3
185,tokyo-2020,Boxing,Kazakhstan,2
186,tokyo-2020,Boxing,Uzbekistan,1
187,tokyo-2020,Boxing,United States of America,4
188,tokyo-2020,Boxing,Azerbaijan,1
189,tokyo-2020,Boxing,Ghana,1
190,tokyo-2020,Boxing,New Zealand,1
191,tokyo-2020,Boxing,Netherlands,1
192,tokyo-2020,Boxing,People's Republic of China,2
193,tokyo-2020,Boxing,Finland,1
194,tokyo-2020,Boxing,Thailand,1
195,tokyo-2020,Boxing,Turkey,2
196,tokyo-2020,Boxing,India,1
197,tokyo-2020,Boxing,Chinese Taipei,1
198,tokyo-2020,Boxing,Bulgaria,1
199,tokyo-2020,Boxing,Japan,3
200,tokyo-2020,Boxing,Italy,1
201,tokyo-2020,Boxing,Australia,1
202,tokyo-2020,Boxing,Armenia,1
203,tokyo-2020,Artistic Swimming,ROC,3
204,tokyo-2020,Artistic Swimming,People's Republic of China,3
205,tokyo-2020,Artistic Swimming,Ukraine,3
206,tokyo-2020,Handball,France,2
207,tokyo-2020,Handball,Denmark,1
208,tokyo-2020,Handball,Spain,1
209,tokyo-2020,Handball,ROC,1
210,tokyo-2020,Handball,Norway,1
211,tokyo-2020,Rugby Sevens,Fiji,2
212,tokyo-2020,Rugby Sevens,New Zealand,2
213,tokyo-2020,Rugby Sevens,Argentina,1
214,tokyo-2020,Rugby Sevens,France,1
215,tokyo-2020,Cycling BMX Racing,Netherlands,2
216,tokyo-2020,Cycling BMX Racing,Great Britain,2
217,tokyo-2020,Cycling BMX Racing,Colombia,2
218,tokyo-2020,Triathlon,Great Britain,3
219,tokyo-2020,Triathlon,Bermuda,1
220,tokyo-2020,Triathlon,United States of America,2
221,tokyo-2020,Triathlon,France,1
222,tokyo-2020,Triathlon,New Zealand,1
223,tokyo-2020,Triathlon,Norway,1
224,tokyo-2020,Surfing,South Africa,1
225,tokyo-2020,Surfing,United States of America,1
226,tokyo-2020,Surfing,Japan,2
227,tokyo-2020,Surfing,Brazil,1
228,tokyo-2020,Surfing,Australia,1
229,tokyo-2020,Table Tennis,People's Republic of China,8
230,tokyo-2020,Table Tennis,Japan,5
231,tokyo-2020,Table Tennis,"Hong Kong, China",1
232,tokyo-2020,Table Tennis,Germany,2
233,tokyo-2020,Table Tennis,Chinese Taipei,2
234,tokyo-2020,Canoe Slalom,Germany,4
235,tokyo-2020,Canoe Slalom,Czech Republic,2
236,tokyo-2020,Canoe Slalom,Slovakia,1
237,tokyo-2020,Canoe Slalom,Australia,2
238,tokyo-2020,Canoe Slalom,Great Britain,1
239,tokyo-2020,Canoe Slalom,Spain,1
240,tokyo-2020,Canoe Slalom,Slovenia,1
241,tokyo-2020,Marathon Swimming,Netherlands,1
242,tokyo-2020,Marathon Swimming,Brazil,1
243,tokyo-2020,Marathon Swimming,Australia,1
244,tokyo-2020,Marathon Swimming,Hungary,1
245,tokyo-2020,Marathon Swimming,Italy,1
246,tokyo-2020,Marathon Swimming,Germany,1
247,tokyo-2020,Trampoline Gymnastics,People's Republic of China,3
248,tokyo-2020,Trampoline Gymnastics,Belarus,1
249,tokyo-2020,Trampoline Gymnastics,New Zealand,1
250,tokyo-2020,Trampoline Gymnastics,Great Britain,1
251,tokyo-2020,Volleyball,France,1
252,tokyo-2020,Volleyball,ROC,1
253,tokyo-2020,Volleyball,Argentina,1
254,tokyo-2020,Volleyball,United States of America,1
255,tokyo-2020,Volleyball,Brazil,1
256,tokyo-2020,Volleyball,Serbia,1
257,tokyo-2020,Basketball,United States of America,2
258,tokyo-2020,Basketball,France,2
259,tokyo-2020,Basketball,Australia,1
260,tokyo-2020,Basketball,Japan,1
261,tokyo-2020,Taekwondo,Uzbekistan,1
262,tokyo-2020,Taekwondo,Great Britain,3
263,tokyo-2020,Taekwondo,Turkey,2
264,tokyo-2020,Taekwondo,People's Republic of China,1
265,tokyo-2020,Taekwondo,Egypt,2
266,tokyo-2020,Taekwondo,ROC,4
267,tokyo-2020,Taekwondo,Jordan,1
268,tokyo-2020,Taekwondo,Croatia,2
269,tokyo-2020,Taekwondo,Republic of Korea,3
270,tokyo-2020,Taekwondo,North Macedonia,1
271,tokyo-2020,Taekwondo,Cuba,1
272,tokyo-2020,Taekwondo,Serbia,2
273,tokyo-2020,Taekwondo,France,1
274,tokyo-2020,Taekwondo,Côte d'Ivoire,1
275,tokyo-2020,Taekwondo,Chinese Taipei,1
276,tokyo-2020,Taekwondo,United States of America,1
277,tokyo-2020,Taekwondo,Tunisia,1
278,tokyo-2020,Taekwondo,Italy,1
279,tokyo-2020,Taekwondo,Spain,1
280,tokyo-2020,Taekwondo,Thailand,1
281,tokyo-2020,Taekwondo,Israel,1
282,tokyo-2020,Cycling Track,People's Republic of China,2
283,tokyo-2020,Cycling Track,Germany,3
284,tokyo-2020,Cycling Track,ROC,4
285,tokyo-2020,Cycling Track,Denmark,5
286,tokyo-2020,Cycling Track,Great Britain,9
287,tokyo-2020,Cycling Track,France,3
288,tokyo-2020,Cycling Track,Netherlands,6
289,tokyo-2020,Cycling Track,Malaysia,1
290,tokyo-2020,Cycling Track,Italy,2
291,tokyo-2020,Cycling Track,Australia,1
292,tokyo-2020,Cycling Track,New Zealand,2
293,tokyo-2020,Cycling Track,Canada,2
294,tokyo-2020,Cycling Track,Ukraine,1
295,tokyo-2020,Cycling Track,"Hong Kong, China",1
296,tokyo-2020,Cycling Track,United States of America,2
297,tokyo-2020,Cycling Track,Japan,1
298,tokyo-2020,Fencing,Estonia,2
299,tokyo-2020,Fencing,Republic of Korea,5
300,tokyo-2020,Fencing,Italy,5
301,tokyo-2020,Fencing,France,5
302,tokyo-2020,Fencing,ROC,8
303,tokyo-2020,Fencing,United States of America,2
304,tokyo-2020,Fencing,Japan,1
305,tokyo-2020,Fencing,Romania,1
306,tokyo-2020,Fencing,People's Republic of China,1
307,tokyo-2020,Fencing,"Hong Kong, China",1
308,tokyo-2020,Fencing,Czech Republic,1
309,tokyo-2020,Fencing,Hungary,3
310,tokyo-2020,Fencing,Ukraine,1
311,tokyo-2020,Badminton,Chinese Taipei,3
312,tokyo-2020,Badminton,People's Republic of China,10
313,tokyo-2020,Badminton,Malaysia,2
314,tokyo-2020,Badminton,Indonesia,3
315,tokyo-2020,Badminton,Republic of Korea,2
316,tokyo-2020,Badminton,Japan,2
317,tokyo-2020,Badminton,Denmark,1
318,tokyo-2020,Badminton,India,1
319,tokyo-2020,Water Polo,Serbia,1
320,tokyo-2020,Water Polo,Greece,1
321,tokyo-2020,Water Polo,Hungary,2
322,tokyo-2020,Water Polo,United States of America,1
323,tokyo-2020,Water Polo,Spain,1
324,tokyo-2020,Sport Climbing,United States of America,1
325,tokyo-2020,Sport Climbing,Austria,1
326,tokyo-2020,Sport Climbing,Spain,1
327,tokyo-2020,Sport Climbing,Japan,2
328,tokyo-2020,Sport Climbing,Slovenia,1
329,tokyo-2020,Wrestling,India,2
330,tokyo-2020,Wrestling,ROC,8
331,tokyo-2020,Wrestling,United States of America,9
332,tokyo-2020,Wrestling,Kazakhstan,1
333,tokyo-2020,Wrestling,Belarus,3
334,tokyo-2020,Wrestling,Mongolia,1
335,tokyo-2020,Wrestling,People's Republic of China,4
336,tokyo-2020,Wrestling,Japan,7
337,tokyo-2020,Wrestling,Armenia,1
338,tokyo-2020,Wrestling,Poland,1
339,tokyo-2020,Wrestling,Islamic Republic of Iran,4
340,tokyo-2020,Wrestling,Uzbekistan,1
341,tokyo-2020,Wrestling,Azerbaijan,3
342,tokyo-2020,Wrestling,San Marino,1
343,tokyo-2020,Wrestling,Kyrgyzstan,3
344,tokyo-2020,Wrestling,Hungary,2
345,tokyo-2020,Wrestling,Nigeria,1
346,tokyo-2020,Wrestling,Ukraine,4
347,tokyo-2020,Wrestling,Germany,3
348,tokyo-2020,Wrestling,Egypt,1
349,tokyo-2020,Wrestling,Turkey,3
350,tokyo-2020,Wrestling,Georgia,2
351,tokyo-2020,Wrestling,Cuba,3
352,tokyo-2020,Wrestling,Serbia,1
353,tokyo-2020,Wrestling,Bulgaria,2
354,tokyo-2020,Wrestling,Italy,1
355,tokyo-2020,Tennis,ROC,5
356,tokyo-2020,Tennis,Australia,2
357,tokyo-2020,Tennis,Germany,1
358,tokyo-2020,Tennis,Spain,1
359,tokyo-2020,Tennis,Croatia,4
360,tokyo-2020,Tennis,New Zealand,2
361,tokyo-2020,Tennis,Czech Republic,3
362,tokyo-2020,Tennis,Switzerland,3
363,tokyo-2020,Tennis,Ukraine,1
364,tokyo-2020,Tennis,Brazil,2
365,tokyo-2020,Artistic Gymnastics,United States of America,6
366,tokyo-2020,Artistic Gymnastics,Brazil,2
367,tokyo-2020,Artistic Gymnastics,Republic of Korea,2
368,tokyo-2020,Artistic Gymnastics,ROC,8
369,tokyo-2020,Artistic Gymnastics,Japan,5
370,tokyo-2020,Artistic Gymnastics,People's Republic of China,8
371,tokyo-2020,Artistic Gymnastics,Great Britain,2
372,tokyo-2020,Artistic Gymnastics,Croatia,1
373,tokyo-2020,Artistic Gymnastics,Chinese Taipei,1
374,tokyo-2020,Artistic Gymnastics,Armenia,1
375,tokyo-2020,Artistic Gymnastics,Italy,1
376,tokyo-2020,Artistic Gymnastics,Belgium,1
377,tokyo-2020,Artistic Gymnastics,Turkey,1
378,tokyo-2020,Artistic Gymnastics,Germany,1
379,tokyo-2020,Artistic Gymnastics,Spain,1
380,tokyo-2020,Artistic Gymnastics,Israel,1
381,tokyo-2020,Artistic Gymnastics,Greece,1
382,tokyo-2020,Golf,Japan,1
383,tokyo-2020,Golf,New Zealand,1
384,tokyo-2020,Golf,United States of America,2
385,tokyo-2020,Golf,Slovakia,1
386,tokyo-2020,Golf,Chinese Taipei,1
387,tokyo-2020,Cycling BMX Freestyle,Switzerland,1
388,tokyo-2020,Cycling BMX Freestyle,Great Britain,2
389,tokyo-2020,Cycling BMX Freestyle,United States of America,1
390,tokyo-2020,Cycling BMX Freestyle,Australia,1
391,tokyo-2020,Cycling BMX Freestyle,Venezuela,1
392,tokyo-2020,Judo,France,8
393,tokyo-2020,Judo,Japan,12
394,tokyo-2020,Judo,Germany,3
395,tokyo-2020,Judo,Israel,1
396,tokyo-2020,Judo,Kosovo,2
397,tokyo-2020,Judo,Canada,2
398,tokyo-2020,Judo,Azerbaijan,1
399,tokyo-2020,Judo,Cuba,1
400,tokyo-2020,Judo,ROC,3
401,tokyo-2020,Judo,Netherlands,1
402,tokyo-2020,Judo,Austria,2
403,tokyo-2020,Judo,Brazil,2
404,tokyo-2020,Judo,Mongolia,3
405,tokyo-2020,Judo,Belgium,1
406,tokyo-2020,Judo,Georgia,4
407,tokyo-2020,Judo,Republic of Korea,3
408,tokyo-2020,Judo,Ukraine,1
409,tokyo-2020,Judo,Czech Republic,1
410,tokyo-2020,Judo,Hungary,1
411,tokyo-2020,Judo,Uzbekistan,1
412,tokyo-2020,Judo,Portugal,1
413,tokyo-2020,Judo,Kazakhstan,1
414,tokyo-2020,Judo,Chinese Taipei,1
415,tokyo-2020,Judo,Slovenia,1
416,tokyo-2020,Judo,Italy,2
417,tokyo-2020,Judo,Great Britain,1
418,tokyo-2020,Skateboarding,Japan,5
419,tokyo-2020,Skateboarding,Brazil,3
420,tokyo-2020,Skateboarding,Australia,1
421,tokyo-2020,Skateboarding,United States of America,2
422,tokyo-2020,Skateboarding,Great Britain,1
423,tokyo-2020,Archery,Republic of Korea,5
424,tokyo-2020,Archery,ROC,2
425,tokyo-2020,Archery,Italy,2
426,tokyo-2020,Archery,Japan,2
427,tokyo-2020,Archery,Turkey,1
428,tokyo-2020,Archery,Germany,1
429,tokyo-2020,Archery,Netherlands,2
430,tokyo-2020,Archery,Mexico,2
431,tokyo-2020,Archery,Chinese Taipei,1
432,tokyo-2020,Weightlifting,Indonesia,3
433,tokyo-2020,Weightlifting,People's Republic of China,8
434,tokyo-2020,Weightlifting,Kazakhstan,2
435,tokyo-2020,Weightlifting,Philippines,1
436,tokyo-2020,Weightlifting,Italy,3
437,tokyo-2020,Weightlifting,Colombia,1
438,tokyo-2020,Weightlifting,Dominican Republic,2
439,tokyo-2020,Weightlifting,United States of America,2
440,tokyo-2020,Weightlifting,Great Britain,1
441,tokyo-2020,Weightlifting,Ecuador,2
442,tokyo-2020,Weightlifting,Syrian Arab Republic,1
443,tokyo-2020,Weightlifting,Georgia,2
444,tokyo-2020,Weightlifting,Islamic Republic of Iran,1
445,tokyo-2020,Weightlifting,Turkmenistan,1
446,tokyo-2020,Weightlifting,Japan,1
447,tokyo-2020,Weightlifting,Chinese Taipei,2
448,tokyo-2020,Weightlifting,Canada,1
449,tokyo-2020,Weightlifting,Venezuela,2
450,tokyo-2020,Weightlifting,India,1
451,tokyo-2020,Weightlifting,Qatar,1
452,tokyo-2020,Weightlifting,Mexico,1
453,tokyo-2020,Weightlifting,Armenia,1
454,tokyo-2020,Weightlifting,Latvia,1
455,tokyo-2020,Weightlifting,Uzbekistan,1
456,tokyo-2020,Baseball/Softball,Japan,2
457,tokyo-2020,Baseball/Softball,United States of America,2
458,tokyo-2020,Baseball/Softball,Dominican Republic,1
459,tokyo-2020,Baseball/Softball,Canada,1
460,tokyo-2020,Equestrian,Germany,4
461,tokyo-2020,Equestrian,Great Britain,5
462,tokyo-2020,Equestrian,Australia,2
463,tokyo-2020,Equestrian,United States of America,2
464,tokyo-2020,Equestrian,France,1
465,tokyo-2020,Equestrian,Sweden,2
466,tokyo-2020,Equestrian,Belgium,1
467,tokyo-2020,Equestrian,Netherlands,1
468,tokyo-2020,Modern Pentathlon,Republic of Korea,1
469,tokyo-2020,Modern Pentathlon,Egypt,1
470,tokyo-2020,Modern Pentathlon,Great Britain,2
471,tokyo-2020,Modern Pentathlon,Hungary,1
472,tokyo-2020,Modern Pentathlon,Lithuania,1
473,tokyo-2020,Athletics,Kenya,10
474,tokyo-2020,Athletics,Netherlands,8
475,tokyo-2020,Athletics,Great Britain,6
476,tokyo-2020,Athletics,Poland,9
477,tokyo-2020,Athletics,Dominican Republic,2
478,tokyo-2020,Athletics,United States of America,26
479,tokyo-2020,Athletics,Burkina Faso,1
480,tokyo-2020,Athletics,People's Republic of China,5
481,tokyo-2020,Athletics,Portugal,2
482,tokyo-2020,Athletics,Uganda,4
483,tokyo-2020,Athletics,Jamaica,9
484,tokyo-2020,Athletics,New Zealand,2
485,tokyo-2020,Athletics,Nigeria,1
486,tokyo-2020,Athletics,Germany,3
487,tokyo-2020,Athletics,Ethiopia,4
488,tokyo-2020,Athletics,Belgium,2
489,tokyo-2020,Athletics,Australia,3
490,tokyo-2020,Athletics,Greece,1
491,tokyo-2020,Athletics,Cuba,3
492,tokyo-2020,Athletics,India,1
493,tokyo-2020,Athletics,Czech Republic,2
494,tokyo-2020,Athletics,Canada,6
495,tokyo-2020,Athletics,Bahamas,2
496,tokyo-2020,Athletics,Spain,1
497,tokyo-2020,Athletics,Venezuela,1
498,tokyo-2020,Athletics,Colombia,2
499,tokyo-2020,Athletics,Italy,5
500,tokyo-2020,Athletics,ROC,2
501,tokyo-2020,Athletics,Puerto Rico,1
502,tokyo-2020,Athletics,Belarus,1
503,tokyo-2020,Athletics,Qatar,1
504,tokyo-2020,Athletics,Bahrain,1
505,tokyo-2020,Athletics,Norway,3
506,tokyo-2020,Athletics,Morocco,1
507,tokyo-2020,Athletics,France,1
508,tokyo-2020,Athletics,Brazil,2
509,tokyo-2020,Athletics,Sweden,3
510,tokyo-2020,Athletics,Austria,1
511,tokyo-2020,Athletics,Namibia,1
512,tokyo-2020,Athletics,Ukraine,1
513,tokyo-2020,Athletics,Botswana,1
514,tokyo-2020,Athletics,Japan,2
515,tokyo-2020,Athletics,Grenada,1
516,tokyo-2020,Swimming,Australia,20
517,tokyo-2020,Swimming,United States of America,30
518,tokyo-2020,Swimming,Great Britain,8
519,tokyo-2020,Swimming,People's Republic of China,6
520,tokyo-2020,Swimming,Italy,6
521,tokyo-2020,Swimming,South Africa,2
522,tokyo-2020,Swimming,Netherlands,2
523,tokyo-2020,Swimming,Finland,1
524,tokyo-2020,Swimming,Denmark,1
525,tokyo-2020,Swimming,Sweden,1
526,tokyo-2020,Swimming,Canada,6
527,tokyo-2020,Swimming,Germany,2
528,tokyo-2020,Swimming,Tunisia,1
529,tokyo-2020,Swimming,Hungary,2
530,tokyo-2020,Swimming,Japan,3
531,tokyo-2020,Swimming,ROC,5
532,tokyo-2020,Swimming,Brazil,2
533,tokyo-2020,Swimming,France,1
534,tokyo-2020,Swimming,"Hong Kong, China",2
535,tokyo-2020,Swimming,Ukraine,2
536,tokyo-2020,Swimming,Switzerland,2
537,tokyo-2020,Sailing,Spain,3
538,tokyo-2020,Sailing,Great Britain,8
539,tokyo-2020,Sailing,Hungary,1
540,tokyo-2020,Sailing,Australia,3
541,tokyo-2020,Sailing,Sweden,3
542,tokyo-2020,Sailing,Denmark,1
543,tokyo-2020,Sailing,Netherlands,4
544,tokyo-2020,Sailing,Italy,2
545,tokyo-2020,Sailing,Germany,6
546,tokyo-2020,Sailing,Brazil,2
547,tokyo-2020,Sailing,Croatia,1
548,tokyo-2020,Sailing,Norway,1
549,tokyo-2020,Sailing,People's Republic of China,2
550,tokyo-2020,Sailing,France,4
551,tokyo-2020,Sailing,Poland,2
552,tokyo-2020,Sailing,New Zealand,2
553,tokyo-2020,Cycling Mountain Bike,Switzerland,4
554,tokyo-2020,Cycling Mountain Bike,Great Britain,1
555,tokyo-2020,Cycling Mountain Bike,Spain,1
556,tokyo-2020,Rowing,Romania,5
557,tokyo-2020,Rowing,New Zealand,7
558,tokyo-2020,Rowing,Netherlands,8
559,tokyo-2020,Rowing,Italy,5
560,tokyo-2020,Rowing,France,4
561,tokyo-2020,Rowing,Canada,3
562,tokyo-2020,Rowing,People's Republic of China,4
563,tokyo-2020,Rowing,Germany,3
564,tokyo-2020,Rowing,Great Britain,2
565,tokyo-2020,Rowing,Australia,4
566,tokyo-2020,Rowing,Poland,1
567,tokyo-2020,Rowing,Croatia,3
568,tokyo-2020,Rowing,Denmark,2
569,tokyo-2020,Rowing,ROC,3
570,tokyo-2020,Rowing,Ireland,3
571,tokyo-2020,Rowing,Austria,1
572,tokyo-2020,Rowing,Greece,1
573,tokyo-2020,Rowing,Norway,1
574,tokyo-2020,Karate,Ukraine,2
575,tokyo-2020,Karate,Austria,1
576,tokyo-2020,Karate,Bulgaria,1
577,tokyo-2020,Karate,Chinese Taipei,1
578,tokyo-2020,Karate,Azerbaijan,2
579,tokyo-2020,Karate,Italy,2
580,tokyo-2020,Karate,Hungary,1
581,tokyo-2020,Karate,Egypt,2
582,tokyo-2020,Karate,People's Republic of China,2
583,tokyo-2020,Karate,Turkey,4
584,tokyo-2020,Karate,Serbia,1
585,tokyo-2020,Karate,Kazakhstan,2
586,tokyo-2020,Karate,Spain,2
587,tokyo-2020,Karate,"Hong Kong, China",1
588,tokyo-2020,Karate,Japan,3
589,tokyo-2020,Karate,United States of America,1
590,tokyo-2020,Karate,Islamic Republic of Iran,1
591,tokyo-2020,Karate,Saudi Arabia,1
592,tokyo-2020,Karate,Jordan,1
593,tokyo-2020,Karate,France,1
594,tokyo-2020,3x3 Basketball,Latvia,1
